Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Id,Customer Segment,Customer State,Department Id,Department Name,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
TRANSFER,2,4,-80.62999725,100.7799988,Advance shipping,0,17,Cleats,Miami,EE. UU.,11768,Consumer,FL,4,Apparel,USCA,Columbus,Estados Unidos,11768,4/11/2016 16:30,31971,365,19.20000076,0.159999996,79916,59.99000168,-0.800000012,2,119.9800034,100.7799988,-80.62999725,US Center ,Indiana,PROCESSING,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/13/2016 16:30,Standard Class
DEBIT,3,2,-35.77000046,132.0,Late delivery,1,24,Women's Apparel,Newark,EE. UU.,2992,Corporate,OH,5,Golf,USCA,Austin,Estados Unidos,2992,4/12/2016 10:22,32022,502,18.0,0.119999997,80058,50.0,-0.270000011,3,150.0,132.0,-35.77000046,US Center ,Texas,COMPLETE,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,4/15/2016 10:22,Second Class
CASH,2,2,49.5699997,120.8899994,Shipping on time,0,18,Men's Footwear,Brownsville,EE. UU.,9761,Consumer,TX,4,Apparel,LATAM,Yaritagua,Venezuela,9761,4/12/2017 10:23,57026,403,9.100000381,0.07,142643,129.9900055,0.409999996,1,129.9900055,120.8899994,49.5699997,South America,Yaracuy,CLOSED,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,4/14/2017 10:23,Second Class
DEBIT,2,1,68.04000092,251.9799957,Late delivery,1,43,Camping & Hiking,Chicago,EE. UU.,750,Consumer,IL,7,Fan Shop,LATAM,Tipitapa,Nicaragua,750,4/12/2017 20:54,57056,957,48.0,0.159999996,142729,299.980011,0.270000011,1,299.980011,251.9799957,68.04000092,Central America,Managua,COMPLETE,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,4/14/2017 20:54,First Class
TRANSFER,4,4,-18.04000092,95.98000336,Shipping on time,0,17,Cleats,Spring Valley,EE. UU.,11567,Consumer,CA,4,Apparel,LATAM,Tipitapa,Nicaragua,11567,4/12/2017 21:36,57058,365,24.0,0.200000003,142734,59.99000168,-0.189999998,2,119.9800034,95.98000336,-18.04000092,Central America,Managua,PROCESSING,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/16/2017 21:36,Standard Class
TRANSFER,5,4,24.19000053,67.18000031,Late delivery,1,29,Shop By Sport,Chicago,EE. UU.,9775,Consumer,IL,5,Golf,LATAM,Monterrey,México,9775,4/13/2015 19:28,7044,627,12.80000019,0.159999996,17633,39.99000168,0.360000014,2,79.98000336,67.18000031,24.19000053,Central America,Nuevo León,PROCESSING,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/18/2015 19:28,Standard Class
PAYMENT,6,4,5.909999847,34.79000092,Late delivery,1,29,Shop By Sport,Memphis,EE. UU.,1446,Consumer,TN,5,Golf,LATAM,Criciúma,Brasil,1446,4/13/2017 8:49,57090,627,5.199999809,0.129999995,142803,39.99000168,0.170000002,1,39.99000168,34.79000092,5.909999847,South America,Santa Catarina,PENDING_PAYMENT,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/19/2017 8:49,Standard Class
PAYMENT,4,4,62.77999878,232.5,Shipping on time,0,24,Women's Apparel,San Diego,EE. UU.,6870,Home Office,CA,5,Golf,LATAM,Manzanillo,Cuba,6870,4/14/2015 3:53,7068,502,17.5,0.07,17696,50.0,0.270000011,5,250.0,232.5,62.77999878,Caribbean,Granma,PENDING_PAYMENT,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,4/18/2015 3:53,Standard Class
CASH,2,2,17.70999908,236.1600037,Shipping on time,0,46,Indoor/Outdoor Games,La Mesa,EE. UU.,946,Corporate,CA,7,Fan Shop,USCA,Chicago,Estados Unidos,946,4/16/2016 13:52,32306,1014,13.73999977,0.059999999,80797,49.97999954,0.079999998,5,249.8999939,236.1600037,17.70999908,US Center ,Illinois,CLOSED,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,4/18/2016 13:52,Second Class
DEBIT,2,4,178.5899963,379.980011,Advance shipping,0,45,Fishing,Strongsville,EE. UU.,6970,Corporate,OH,7,Fan Shop,LATAM,Mexico City,México,6970,4/19/2015 18:04,7451,1004,20.0,0.050000001,18682,399.980011,0.469999999,1,399.980011,379.980011,178.5899963,Central America,Distrito Federal,COMPLETE,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,4/21/2015 18:04,Standard Class
DEBIT,3,4,-67.8199997,284.9500122,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,7566,Consumer,PR,4,Apparel,USCA,Lakewood,Estados Unidos,7566,4/19/2016 1:47,32477,365,15.0,0.050000001,81231,59.99000168,-0.239999995,5,299.9500122,284.9500122,-67.8199997,East of USA,Nueva Jersey,COMPLETE,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,4/22/2016 1:47,Standard Class
DEBIT,4,4,80.08000183,286.0,Shipping on time,0,33,Golf Shoes,Caguas,Puerto Rico,6977,Consumer,PR,6,Outdoors,LATAM,Panama City,Panamá,6977,4/19/2017 14:46,57518,728,39.0,0.119999997,143889,65.0,0.280000001,5,325.0,286.0,80.08000183,Central America,Panamá,COMPLETE,728,33,,http://images.acmesports.sports/LIJA+Women%27s+Eyelet+Sleeveless+Golf+Polo,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,0,4/23/2017 14:46,Standard Class
TRANSFER,3,2,2.359999895,236.1600037,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,10511,Corporate,PR,7,Fan Shop,USCA,Springfield,Estados Unidos,10511,4/20/2016 19:49,32597,1014,13.73999977,0.059999999,81529,49.97999954,0.01,5,249.8999939,236.1600037,2.359999895,South of  USA ,Virginia,PENDING,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,4/23/2016 19:49,Second Class
TRANSFER,4,4,29.73999977,95.0,Shipping canceled,0,24,Women's Apparel,Katy,EE. UU.,8055,Consumer,TX,5,Golf,USCA,Cincinnati,Estados Unidos,8055,4/21/2016 3:11,32618,502,5.0,0.050000001,81597,50.0,0.310000002,2,100.0,95.0,29.73999977,East of USA,Ohio,SUSPECTED_FRAUD,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,4/25/2016 3:11,Standard Class
DEBIT,5,4,35.79999924,114.3899994,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,4118,Corporate,PR,4,Apparel,LATAM,Choloma,Honduras,4118,4/22/2015 1:25,7609,403,15.60000038,0.119999997,19045,129.9900055,0.310000002,1,129.9900055,114.3899994,35.79999924,Central America,Cortés,COMPLETE,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,4/27/2015 1:25,Standard Class
TRANSFER,2,4,17.28000069,45.47999954,Shipping canceled,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,5197,Home Office,PR,7,Fan Shop,LATAM,Cúa,Venezuela,5197,4/22/2015 23:08,7671,1014,4.5,0.090000004,19198,49.97999954,0.379999995,1,49.97999954,45.47999954,17.28000069,South America,Miranda,SUSPECTED_FRAUD,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,4/24/2015 23:08,Standard Class
CASH,6,2,41.74000168,86.97000122,Late delivery,1,46,Indoor/Outdoor Games,Meridian,EE. UU.,569,Consumer,ID,7,Fan Shop,USCA,Jackson,Estados Unidos,569,4/23/2016 11:56,32780,1014,12.98999977,0.129999995,81993,49.97999954,0.479999989,2,99.95999908,86.97000122,41.74000168,South of  USA ,Tennessee,CLOSED,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,4/29/2016 11:56,Second Class
TRANSFER,3,4,23.95000076,50.97000122,Shipping canceled,0,36,Golf Balls,Wheeling,EE. UU.,5126,Consumer,WV,6,Outdoors,LATAM,Managua,Nicaragua,5126,4/24/2015 8:46,7767,792,8.989999771,0.150000006,19421,14.98999977,0.469999999,4,59.95999908,50.97000122,23.95000076,Central America,Managua,CANCELED,792,36,,http://images.acmesports.sports/Hirzl+Men%27s+Hybrid+Golf+Glove,Hirzl Men's Hybrid Golf Glove,14.98999977,0,4/27/2015 8:46,Standard Class
DEBIT,2,4,100.7900009,359.980011,Advance shipping,0,45,Fishing,Las Vegas,EE. UU.,9736,Consumer,NV,7,Fan Shop,LATAM,Panama City,Panamá,9736,4/24/2017 7:55,57841,1004,40.0,0.100000001,144729,399.980011,0.280000001,1,399.980011,359.980011,100.7900009,Central America,Panamá,COMPLETE,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,4/26/2017 7:55,Standard Class
DEBIT,4,2,31.86000061,66.37999725,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,612,Home Office,PR,5,Golf,USCA,Eagan,Estados Unidos,612,4/25/2016 10:32,32913,627,13.60000038,0.170000002,82321,39.99000168,0.479999989,2,79.98000336,66.37999725,31.86000061,US Center ,Minnesota,COMPLETE,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/29/2016 10:32,Second Class
PAYMENT,5,4,105.8300018,391.980011,Late delivery,1,45,Fishing,San Pablo,EE. UU.,11089,Consumer,CA,7,Fan Shop,LATAM,Santo Domingo,República Dominicana,11089,4/26/2015 7:01,7899,1004,8.0,0.02,19736,399.980011,0.270000011,1,399.980011,391.980011,105.8300018,Caribbean,Santo Domingo,PENDING_PAYMENT,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,5/1/2015 7:01,Standard Class
TRANSFER,3,4,52.25,143.9400024,Advance shipping,0,46,Indoor/Outdoor Games,New Castle,EE. UU.,5227,Consumer,DE,7,Fan Shop,LATAM,Durango,México,5227,4/26/2017 7:34,57977,1014,6.0,0.039999999,145058,49.97999954,0.360000014,3,149.9400024,143.9400024,52.25,Central America,Durango,PENDING,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,4/29/2017 7:34,Standard Class
PAYMENT,2,4,54.59999847,272.980011,Advance shipping,0,43,Camping & Hiking,Perth Amboy,EE. UU.,2017,Consumer,NJ,7,Fan Shop,LATAM,Managua,Nicaragua,2017,4/27/2017 5:59,58041,957,27.0,0.090000004,145216,299.980011,0.200000003,1,299.980011,272.980011,54.59999847,Central America,Managua,PAYMENT_REVIEW,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,4/29/2017 5:59,Standard Class
DEBIT,5,4,35.15000153,103.9899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,720,Consumer,PR,4,Apparel,LATAM,Antiguo Cuscatlán,El Salvador,720,4/28/2017 16:19,58139,403,26.0,0.200000003,145484,129.9900055,0.340000004,1,129.9900055,103.9899979,35.15000153,Central America,La Libertad,ON_HOLD,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,5/3/2017 16:19,Standard Class
DEBIT,6,2,49.86000061,142.4400024,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,9593,Consumer,PR,7,Fan Shop,USCA,Philadelphia,Estados Unidos,9593,4/4/2016 17:45,31495,1014,7.5,0.050000001,78701,49.97999954,0.349999994,3,149.9400024,142.4400024,49.86000061,East of USA,Pensilvania,COMPLETE,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,4/10/2016 17:45,Second Class
DEBIT,3,4,76.77999878,159.9600067,Advance shipping,0,29,Shop By Sport,Beloit,EE. UU.,9359,Home Office,WI,5,Golf,LATAM,Bogotá,Colombia,9359,4/4/2017 17:03,56497,627,39.99000168,0.200000003,141333,39.99000168,0.479999989,5,199.9499969,159.9600067,76.77999878,South America,Bogotá,COMPLETE,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/7/2017 17:03,Standard Class
DEBIT,2,1,-59.5,148.75,Late delivery,1,37,Electronics,San Diego,EE. UU.,12248,Consumer,CA,6,Outdoors,LATAM,Managua,Nicaragua,12248,4/5/2017 1:49,56522,828,11.19999981,0.07,141380,31.98999977,-0.400000006,5,159.9499969,148.75,-59.5,Central America,Managua,COMPLETE,828,37,,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+San+Diego+Chargers...,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977,0,4/7/2017 1:49,First Class
TRANSFER,2,1,30.5699997,109.1699982,Late delivery,1,29,Shop By Sport,Denver,EE. UU.,10400,Corporate,CO,5,Golf,LATAM,Lagos de Moreno,México,10400,4/6/2017 9:42,56613,627,10.80000019,0.090000004,141608,39.99000168,0.280000001,3,119.9700012,109.1699982,30.5699997,Central America,Jalisco,PENDING,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,4/8/2017 9:42,First Class
DEBIT,5,4,10.43999958,347.980011,Late delivery,1,45,Fishing,El Cajon,EE. UU.,1600,Consumer,CA,7,Fan Shop,LATAM,San Pedro Sula,Honduras,1600,4/8/2015 20:21,6704,1004,52.0,0.129999995,16755,399.980011,0.029999999,1,399.980011,347.980011,10.43999958,Central America,Cortés,COMPLETE,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,4/13/2015 20:21,Standard Class
DEBIT,4,2,59.15000153,188.9900055,Late delivery,1,48,Water Sports,Flushing,EE. UU.,215,Home Office,NY,7,Fan Shop,LATAM,Chimaltenango,Guatemala,215,4/9/2015 10:01,6743,1073,11.0,0.059999999,16852,199.9900055,0.310000002,1,199.9900055,188.9900055,59.15000153,Central America,Chimaltenango,COMPLETE,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,4/13/2015 10:01,Second Class
CASH,6,4,-1.879999995,75.0,Late delivery,1,24,Women's Apparel,Dallas,EE. UU.,7814,Corporate,TX,5,Golf,USCA,Great Falls,Estados Unidos,7814,4/9/2016 9:51,31815,502,25.0,0.25,79494,50.0,-0.029999999,2,100.0,75.0,-1.879999995,West of USA ,Montana,CLOSED,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,4/15/2016 9:51,Standard Class
DEBIT,6,4,24.0,50.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,4320,Consumer,PR,5,Golf,LATAM,Mexicali,México,4320,5/1/2015 18:45,8275,502,0.0,0.0,20677,50.0,0.479999989,1,50.0,50.0,24.0,Central America,Baja California,COMPLETE,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,5/7/2015 18:45,Standard Class
CASH,6,4,48.45000076,127.5,Late delivery,1,24,Women's Apparel,Lakewood,EE. UU.,10440,Corporate,NJ,5,Golf,LATAM,Mixco,Guatemala,10440,5/1/2017 11:14,58330,502,22.5,0.150000006,145980,50.0,0.379999995,3,150.0,127.5,48.45000076,Central America,Guatemala,CLOSED,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,5/7/2017 11:14,Standard Class
DEBIT,2,4,67.48999786,269.9599915,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,9845,Home Office,PR,4,Apparel,LATAM,Arcoverde,Brasil,9845,5/10/2017 19:49,58971,365,30.0,0.100000001,147623,59.99000168,0.25,5,299.9500122,269.9599915,67.48999786,South America,Pernambuco,COMPLETE,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/12/2017 19:49,Standard Class
DEBIT,0,0,57.88999939,148.4400024,Shipping on time,0,46,Indoor/Outdoor Games,Lindenhurst,EE. UU.,7896,Consumer,NY,7,Fan Shop,LATAM,San Miguelito,Panamá,7896,5/11/2017 3:52,58994,1014,1.5,0.01,147673,49.97999954,0.389999986,3,149.9400024,148.4400024,57.88999939,Central America,Panamá,COMPLETE,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,5/11/2017 15:52,Same Day
CASH,6,2,70.0,200.0,Late delivery,1,24,Women's Apparel,Broken Arrow,EE. UU.,3184,Consumer,OK,5,Golf,LATAM,Puebla,México,3184,5/13/2015 18:02,9095,502,50.0,0.200000003,22675,50.0,0.349999994,5,250.0,200.0,70.0,Central America,Puebla,CLOSED,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,5/19/2015 18:02,Second Class
DEBIT,3,2,71.98999786,239.9799957,Late delivery,1,9,Cardio Equipment,Hialeah,EE. UU.,10390,Consumer,FL,3,Footwear,LATAM,Belo Horizonte,Brasil,10390,5/13/2015 18:44,9097,191,59.99000168,0.200000003,22683,99.98999786,0.300000012,3,299.9700012,239.9799957,71.98999786,South America,Minas Gerais,COMPLETE,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,5/16/2015 18:44,Second Class
DEBIT,2,1,61.88000107,225.0,Late delivery,1,24,Women's Apparel,Raleigh,EE. UU.,8728,Consumer,NC,5,Golf,USCA,New York City,Estados Unidos,8728,5/13/2016 7:00,34136,502,25.0,0.100000001,85215,50.0,0.280000001,5,250.0,225.0,61.88000107,East of USA,Nueva York,COMPLETE,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,5/15/2016 7:00,First Class
DEBIT,2,1,-98.70999908,128.6900024,Late delivery,1,18,Men's Footwear,Middletown,EE. UU.,2783,Home Office,OH,4,Apparel,USCA,Noblesville,Estados Unidos,2783,5/14/2016 9:38,34212,403,1.299999952,0.01,85416,129.9900055,-0.769999981,1,129.9900055,128.6900024,-98.70999908,US Center ,Indiana,ON_HOLD,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,5/16/2016 9:38,First Class
DEBIT,2,1,25.79999924,122.8399963,Late delivery,1,18,Men's Footwear,Garden Grove,EE. UU.,6047,Consumer,CA,4,Apparel,USCA,Rochester,Estados Unidos,6047,5/15/2016 16:28,34300,403,7.150000095,0.059999999,85665,129.9900055,0.209999993,1,129.9900055,122.8399963,25.79999924,East of USA,Nueva York,COMPLETE,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,5/17/2016 16:28,First Class
PAYMENT,6,4,102.9499969,395.980011,Late delivery,1,45,Fishing,Pekin,EE. UU.,7452,Corporate,IL,7,Fan Shop,LATAM,San Juan de la Maguana,República Dominicana,7452,5/16/2015 10:50,9280,1004,4.0,0.01,23154,399.980011,0.25999999,1,399.980011,395.980011,102.9499969,Caribbean,San Juan,PENDING_PAYMENT,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,5/22/2015 10:50,Standard Class
DEBIT,6,4,27.29999924,97.48999786,Late delivery,1,18,Men's Footwear,Westland,EE. UU.,2391,Corporate,MI,4,Apparel,USCA,New York City,Estados Unidos,2391,5/17/2016 19:16,34445,403,32.5,0.25,86046,129.9900055,0.280000001,1,129.9900055,97.48999786,27.29999924,East of USA,Nueva York,ON_HOLD,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,5/23/2016 19:16,Standard Class
TRANSFER,2,1,77.27999878,167.9900055,Late delivery,1,48,Water Sports,Walnut,EE. UU.,6769,Home Office,CA,7,Fan Shop,LATAM,Tegucigalpa,Honduras,6769,5/18/2015 10:08,9415,1073,32.0,0.159999996,23488,199.9900055,0.460000008,1,199.9900055,167.9900055,77.27999878,Central America,Francisco Morazán,PROCESSING,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,5/20/2015 10:08,First Class
PAYMENT,2,1,76.01999664,331.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,9160,Consumer,PR,7,Fan Shop,LATAM,San Salvador,El Salvador,9160,5/18/2015 6:17,9404,1004,68.0,0.170000002,23463,399.980011,0.230000004,1,399.980011,331.980011,76.01999664,Central America,San Salvador,PENDING_PAYMENT,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,5/20/2015 6:17,First Class
PAYMENT,5,4,-43.5699997,174.2899933,Late delivery,1,31,Women's Golf Clubs,Corona,EE. UU.,4291,Corporate,NY,6,Outdoors,LATAM,Culiacán,México,4291,5/2/2017 4:24,58379,671,35.70000076,0.170000002,146101,209.9900055,-0.25,1,209.9900055,174.2899933,-43.5699997,Central America,Sinaloa,PENDING_PAYMENT,671,31,,http://images.acmesports.sports/Cleveland+Golf+Collegiate+My+Custom+Wedge+588+RTX+Forged...,Cleveland Golf Collegiate My Custom Wedge 588,209.9900055,0,5/7/2017 4:24,Standard Class
TRANSFER,2,1,54.86999893,195.9499969,Late delivery,1,29,Shop By Sport,Philadelphia,EE. UU.,2403,Consumer,PA,5,Golf,USCA,Carol Stream,Estados Unidos,2403,5/22/2016 18:23,34785,627,4.0,0.02,86894,39.99000168,0.280000001,5,199.9499969,195.9499969,54.86999893,US Center ,Illinois,PENDING,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,5/24/2016 18:23,First Class
PAYMENT,4,4,83.98999786,239.9600067,Shipping on time,0,17,Cleats,Peoria,EE. UU.,68,Consumer,AZ,4,Apparel,LATAM,Acuña,México,68,5/24/2015 2:04,9803,365,0.0,0.0,24480,59.99000168,0.349999994,4,239.9600067,239.9600067,83.98999786,Central America,Coahuila,PENDING_PAYMENT,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/28/2015 2:04,Standard Class
CASH,2,1,46.54999924,95.0,Late delivery,1,24,Women's Apparel,Mount Pleasant,EE. UU.,7286,Home Office,MI,5,Golf,LATAM,Panama City,Panamá,7286,5/24/2015 5:13,9812,502,5.0,0.050000001,24496,50.0,0.49000001,2,100.0,95.0,46.54999924,Central America,Panamá,CLOSED,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,5/26/2015 5:13,First Class
DEBIT,3,2,160.0700073,347.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,3272,Consumer,PR,7,Fan Shop,USCA,Columbus,Estados Unidos,3272,5/24/2016 20:08,34927,1004,52.0,0.129999995,87270,399.980011,0.460000008,1,399.980011,347.980011,160.0700073,East of USA,Ohio,COMPLETE,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,5/27/2016 20:08,Second Class
DEBIT,2,1,-70.0,200.0,Late delivery,1,24,Women's Apparel,Chandler,EE. UU.,12313,Corporate,AZ,5,Golf,USCA,Glendale,Estados Unidos,12313,5/25/2016 6:38,34957,502,50.0,0.200000003,87342,50.0,-0.349999994,5,250.0,200.0,-70.0,West of USA ,Arizona,COMPLETE,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,5/27/2016 6:38,First Class
PAYMENT,5,2,11.34000015,151.1699982,Late delivery,1,17,Cleats,San Marcos,EE. UU.,10033,Consumer,TX,4,Apparel,USCA,West Allis,Estados Unidos,10033,5/26/2016 18:22,35059,365,28.79999924,0.159999996,87563,59.99000168,0.079999998,3,179.9700012,151.1699982,11.34000015,US Center ,Wisconsin,PENDING_PAYMENT,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/31/2016 18:22,Second Class
DEBIT,5,4,1.799999952,150.0,Late delivery,1,24,Women's Apparel,Honolulu,EE. UU.,1942,Corporate,HI,5,Golf,LATAM,Vassouras,Brasil,1942,5/27/2015 2:14,10009,502,0.0,0.0,25000,50.0,0.01,3,150.0,150.0,1.799999952,South America,Río de Janeiro,ON_HOLD,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,6/1/2015 2:14,Standard Class
